iter	RMSE
345	0.423832794
346	0.4233732016
347	0.4229894185
348	0.4220309256
349	0.4206539693
350	0.4205671612
351	0.4197147171
352	0.4196366159
353	0.4186274653
354	0.418491232
355	0.4173365189
356	0.4160346581
357	0.415992454
358	0.4145769768
359	0.4145050454
360	0.4132328211
361	0.41212708
362	0.4109787421
363	0.4099621938
364	0.4093348207
365	0.4082561482
366	0.4082154237
367	0.407469354
368	0.407046153
369	0.4061547066
370	0.4048641969
371	0.4047518069
372	0.4041399359
373	0.4040945289
374	0.4033518027
375	0.4029640517
376	0.4024825383
377	0.4017197291
378	0.4008623541
379	0.3998745747
380	0.3998118269
381	0.3986508482
382	0.3975678091
383	0.3971010046
384	0.3966059268
385	0.3956548427
386	0.3945792808
387	0.3941196565
388	0.3934165953
389	0.3929382988
390	0.3918468357
391	0.3907681089
392	0.389920105
393	0.3886773325
394	0.3875625298
395	0.3864403781
396	0.3863550853
397	0.3852557329
398	0.384247004
399	0.383605952
400	0.3828668032
401	0.3818783928
402	0.3808292514
403	0.3798406101
404	0.3798040278
405	0.3793615086
406	0.3786443334
407	0.3779411453
408	0.3768358567
409	0.3759857159
410	0.3754708849
411	0.3746850234
412	0.3739130348
413	0.3738482509
414	0.3728410014
415	0.3718627918
416	0.3708650782
417	0.3699736559
418	0.3696583107
419	0.3691474354
420	0.3687379644
421	0.3685160298
422	0.3684597134
423	0.3680471403
424	0.3670828317
425	0.366618105
426	0.3654235707
427	0.3647847794
428	0.3636403311
429	0.3628774397
430	0.3619353574
431	0.3614866959
432	0.3606534732
433	0.3597399167
434	0.3591968052
435	0.3582358094
436	0.357881415
437	0.3574914327
438	0.3564434612
439	0.3554994446
440	0.3543187471
441	0.353492178
442	0.3531410955
443	0.3525896958
444	0.352542216
445	0.3524962315
446	0.3520351862
447	0.3515818517
448	0.3507092621
449	0.3498485575
450	0.3495108196
451	0.3486112832
452	0.3477881235
453	0.346886506
454	0.3464483608
455	0.3456881162
456	0.345367917
457	0.3446129315
458	0.344156855
459	0.3436127943
460	0.3435892218
461	0.343290521
462	0.3425195737
463	0.3424199039
464	0.3413635371
465	0.3409810001
466	0.3406658543
467	0.3404744803
468	0.3395656712
469	0.3387223293
470	0.3380192839
471	0.3376079547
472	0.3367335623
473	0.3361496011
474	0.3352274294
475	0.3347948006
476	0.3339165544
477	0.3334786039
478	0.3327406232
479	0.3326465124
480	0.3323323004
481	0.3320074874
482	0.331818757
483	0.3311934573
484	0.3304027692
485	0.3295220568
486	0.3289702641
487	0.3283427104
488	0.3278209985
489	0.3274799961
490	0.3268969891
491	0.3262646187
492	0.3260763954
493	0.3254118163
494	0.324596093
495	0.3239970121
496	0.3232704757
497	0.3227178743
498	0.3217006863
499	0.3213037429
500	0.3202716845
501	0.3196377629
502	0.3196156738
503	0.3188529547
504	0.3184911393
505	0.318022222
506	0.3172904672
507	0.31692297
508	0.3165413435
509	0.3155887715
510	0.3146798913
511	0.3138839937
512	0.3135558562
513	0.3129733862
514	0.3123353254
515	0.3113205736
516	0.3106358202
517	0.3097938932
518	0.3090011481
519	0.308790493
520	0.3080678152
521	0.3078269723
522	0.3075651861
523	0.3068159153
524	0.3063394507
525	0.3061001278
526	0.3054582564
527	0.3046413294
528	0.3041850474
529	0.3032318348
530	0.3022939019
531	0.3016103404
532	0.3011095535
533	0.3004899336
534	0.299599183
535	0.2990165143
536	0.2985840119
537	0.2978550199
538	0.2973727735
539	0.2964505918
540	0.2954739063
541	0.29521659
542	0.2950390327
543	0.2943201273
544	0.2941909667
545	0.2934145997
546	0.2929134103
547	0.2927940682
548	0.2924994559
549	0.2919500372
550	0.2915606089
551	0.290562934
552	0.2897079723
553	0.2891190162
554	0.2886956132
555	0.2882143547
556	0.2879536698
557	0.2874232825
558	0.2870497952
559	0.2865107748
560	0.2861573053
561	0.2854028052
562	0.2853309248
563	0.284895198
564	0.2845538835
565	0.2836679144
566	0.2834381054
567	0.2828294487
568	0.2822188576
569	0.2819637344
570	0.2814544595
571	0.2808091349
572	0.280240122
573	0.2795445988
574	0.2793029267
575	0.2785433111
576	0.2778707504
577	0.277698894
578	0.2771493325
579	0.2765028752
580	0.276314128
581	0.2757496947
582	0.2754010133
583	0.2749904228
584	0.2740188684
585	0.2739894941
586	0.2737709025
587	0.2734515425
588	0.2732309171
589	0.2724964212
590	0.2719355125
591	0.2710801043
592	0.2706891354
593	0.2700503945
594	0.2696301108
595	0.2690171024
596	0.2683578344
597	0.2675052542
598	0.2671904758
599	0.2671282741
600	0.2665860429
601	0.2662927172
602	0.2658536154
603	0.2654411312
604	0.2647278713
605	0.2646752092
606	0.2646646756
607	0.264353594
608	0.2635275866
609	0.2627969192
610	0.2621775616
611	0.2617322981
612	0.2613829639
613	0.2611415655
614	0.2608409726
615	0.2603464464
616	0.2596090687
617	0.2592149603
618	0.2584263301
619	0.2579117438
620	0.2576286187
621	0.2573310824
622	0.2563844302
623	0.2557414463
624	0.2552181173
625	0.2545396308
626	0.2541430386
627	0.2538147353
628	0.2538046141
629	0.2534920491
630	0.2532316946
631	0.2526398675
632	0.2524490896
633	0.2517594264
634	0.2513429325
635	0.2506753162
636	0.2504754422
637	0.2500270053
638	0.2496770609
639	0.2494880363
640	0.2491585474
641	0.2490424936
642	0.2487721784
643	0.2483963918
644	0.247763624
645	0.2475578235
646	0.2473020149
647	0.2468708292
648	0.2462832174
649	0.2462529193
650	0.2457444695
651	0.2453674502
652	0.2447448683
653	0.2444370945
654	0.2438837229
655	0.2438511225
656	0.2434701543
657	0.2432104618
658	0.2425308152
659	0.2420829462
660	0.2414056721
661	0.2406775214
662	0.2404339056
663	0.2401250303
664	0.2395979441
665	0.2393280653
666	0.2391465534
667	0.2389457664
668	0.2385701828
669	0.2380746785
670	0.2374834703
671	0.2371691102
672	0.2365965506
673	0.2362739143
674	0.235759658
675	0.235305099
676	0.2351385415
677	0.2347733435
678	0.2343834046
679	0.2338266973
680	0.2334359349
681	0.2330244604
682	0.2323962547
683	0.2322287067
684	0.2318400049
685	0.2312798739
686	0.2308200873
687	0.2304914653
688	0.2300600964
689	0.2299111885
690	0.2291594842
691	0.2289038395
692	0.2283223125
693	0.2278930957
694	0.2277799058
695	0.2273713486
696	0.2273580914
697	0.2267694636
698	0.2262699485
699	0.2258936545
700	0.2254404187
701	0.2248206835
702	0.2242360388
703	0.2237624815
704	0.2235762436
705	0.2231809185
706	0.2227021211
707	0.2225394652
708	0.222156041
709	0.2218462592
710	0.221301617
711	0.2208341752
712	0.2207467198
713	0.220526295
714	0.2204050136
715	0.2200601132
716	0.2198548304
717	0.2195596381
718	0.2189428143
719	0.2187166403
720	0.218196329
721	0.2175556841
722	0.2174942241
723	0.2173388972
724	0.2172990372
725	0.2168315791
726	0.216706004
727	0.2163745537
728	0.2158165329
729	0.2156550982
730	0.2152961957
731	0.2147060962
732	0.2146710006
733	0.2141243957
734	0.2140676291
735	0.2134153732
736	0.2131005514
737	0.2126139807
738	0.212160588
739	0.2116986004
740	0.2112617858
741	0.2107664909
742	0.2102716594
743	0.2102563985
744	0.2099785569
745	0.2097859363
746	0.2093099068
747	0.2090944813
748	0.2086706374
749	0.2083774819
750	0.2079990485
751	0.2071692486
752	0.2068593227
753	0.2063338069
754	0.2061893906
755	0.2056008632
756	0.2054160296
757	0.2054006238
758	0.20484776
759	0.2045776457
760	0.2041069483
761	0.2037036518
762	0.2034233825
763	0.2030826597
764	0.2027007031
765	0.2021769694
766	0.2017418833
767	0.2013221892
768	0.2009141586
769	0.2005090587
770	0.2001083761
771	0.1997199609
772	0.1992247814
773	0.1986431157
774	0.1981279844
775	0.1976182065
776	0.1972728442
777	0.1968617044
778	0.1964977931
779	0.1964550263
780	0.1964211366
781	0.1960162784
782	0.1958351644
783	0.1953345188
784	0.195177775
785	0.1948611439
786	0.1947012111
787	0.1943306538
788	0.1938103002
789	0.1936315846
790	0.1934115731
791	0.1933214335
792	0.1931900741
793	0.1928445017
794	0.1924494147
795	0.1921381012
796	0.1918189672
797	0.1915918996
798	0.1911922497
799	0.1907601319
800	0.1903934581
801	0.1899051177
802	0.1895950256
803	0.1891149076
804	0.1887667399
805	0.1884032833
806	0.1880477611
807	0.1878871621
808	0.187444762
809	0.1869863096
810	0.1868297151
811	0.1866532737
812	0.1864688286
813	0.1860552914
814	0.1857291986
815	0.1852160555
816	0.184854769
817	0.1845406138
818	0.1842781547
819	0.1838136593
820	0.1834559954
821	0.183110614
822	0.1828982182
823	0.1825980487
824	0.1822879427
825	0.181761954
826	0.1813739532
827	0.1810349583
828	0.1806732912
829	0.1803409255
830	0.1799979813
831	0.1797094373
832	0.1793440136
833	0.178981929
834	0.1786015833
835	0.1781948452
836	0.1778513428
837	0.177293396
838	0.1770836921
839	0.1767301377
840	0.1764507149
841	0.176311986
842	0.1759871889
843	0.1756067639
844	0.1752485982
845	0.1748365298
846	0.1743579998
847	0.1740137407
848	0.1739310314
849	0.1738375474
850	0.1732837644
851	0.1729821812
852	0.1727933663
853	0.1724017749
854	0.1723412453
855	0.1720267611
856	0.171767389
857	0.171472918
858	0.1713091211
859	0.1710843184
860	0.1709375633
861	0.1706804511
862	0.1703123836
863	0.169934355
864	0.1695638745
865	0.1693852821
866	0.1689803419
867	0.1685688919
868	0.1683138128
869	0.1679968939
870	0.1678524833
871	0.167641898
872	0.1673479295
873	0.1670155411
874	0.1667904618
875	0.1664511709
876	0.1661158421
877	0.1660292413
878	0.1657409532
879	0.1653823181
880	0.1649486625
881	0.1646387295
882	0.1643463432
883	0.1639384853
884	0.1635704264
885	0.1633128639
886	0.1631305819
887	0.162826918
888	0.1624945322
889	0.1624470343
890	0.1621328023
891	0.1618531627
892	0.1616049177
893	0.161334181
894	0.1609956709
895	0.1608610752
896	0.160415225
897	0.1599840694
898	0.1599349948
899	0.1598468646
900	0.1594807499
901	0.1592610995
902	0.1588897285
903	0.1585803791
904	0.1582381175
905	0.1580437203
906	0.157974585
907	0.157825591
908	0.157577562
909	0.1574699233
910	0.1571440102
911	0.1570730586
912	0.1567308018
913	0.1564111194
914	0.1561927728
915	0.1560790869
916	0.1559961451
917	0.1555792612
918	0.1552073732
919	0.1548327561
920	0.1544951046
921	0.1542294002
922	0.1538143082
923	0.1536429954
924	0.1533222869
925	0.153233776
926	0.1530786044
927	0.1529392857
928	0.1526805397
929	0.1525534463
930	0.1524549564
931	0.1523298785
932	0.1521774122
933	0.1520937929
934	0.1520415749
935	0.1517652376
936	0.1517275869
937	0.151572709
938	0.1514077468
939	0.1508635889
940	0.1507640251
941	0.1504587876
942	0.1502223622
943	0.1502166591
944	0.149807932
945	0.1494609235
946	0.1494078169
947	0.1490931006
948	0.1487719002
949	0.1484953704
950	0.148362441
951	0.1481151564
952	0.1481061657
953	0.1477393328
954	0.1476071717
955	0.1474968204
956	0.1470406576
957	0.1467586028
958	0.1467393434
959	0.1466358825
960	0.146286146
961	0.1460970614
962	0.1458595564
963	0.145720494
964	0.1452734818
965	0.1450262713
966	0.1449477099
967	0.1449111158
968	0.1448399055
969	0.1445052812
970	0.1443932916
971	0.1442498224
972	0.1440379277
973	0.1437290036
974	0.1435294051
975	0.1434133448
976	0.1432820877
977	0.142939286
978	0.1426389049
979	0.142453404
980	0.1421005089
981	0.1418410222
982	0.1417578342
983	0.1414120924
984	0.1410289103
985	0.1410198548
986	0.1406996843
987	0.1406891182
988	0.1404179349
989	0.1400172123
990	0.1398618772
991	0.1397252681
992	0.1395851521
993	0.1391584272
994	0.138802655
995	0.1387391735
996	0.1386160418
997	0.138609728
998	0.1383697143
999	0.1381246531
